Quarter,MarketCap,EnterpriseValue,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio,TotalRevenue,CostOfRevenue,GrossProfit,OperatingExpense,OperatingIncome,NetNonOperatingInterestIncomeExpense,OtherIncomeExpense,PretaxIncome,TaxProvision,NetIncomeCommonStockholders,DilutedNIAvailtoComStockholders,BasicEPS,DilutedEPS,BasicAverageShares,DilutedAverageShares,TotalOperatingIncomeAsReported,TotalExpenses,NetIncomeFromContinuingAndDiscontinuedOperation,NormalizedIncome,InterestExpense,NetInterestIncome,EBIT,EBITDA,ReconciledCostOfRevenue,ReconciledDepreciation,NetIncomeFromContinuingOperationNetMinorityInterest,TotalUnusualItemsExcludingGoodwill,TotalUnusualItems,NormalizedEBITDA,TaxRateForCalcs,TaxEffectOfUnusualItems,TotalAssets,TotalLiabilitiesNetMinorityInterest,TotalEquityGrossMinorityInterest,TotalCapitalization,CommonStockEquity,CapitalLeaseObligations,NetTangibleAssets,WorkingCapital,InvestedCapital,TangibleBookValue,TotalDebt,NetDebt,ShareIssued,OrdinarySharesNumber,OperatingCashFlow,InvestingCashFlow,FinancingCashFlow,EndCashPosition,InterestPaidSupplementalData,CapitalExpenditure,IssuanceOfCapitalStock,IssuanceOfDebt,RepaymentOfDebt,FreeCashFlow,NormalizedIncomeYoY,DilutedNIAvailtoComStockholdersYoY,NetIncomeCommonStockholdersYoY,PretaxIncomeYoY,TotalOperatingIncomeAsReportedYoY,OperatingIncomeYoY,OperatingIncomeQoQ,EBITYoY,EBITQoQ,FreeCashFlowYoY,FreeCashFlowQoQ,NormalizedEBITDAYoY,EBITDAYoY,EBITDAQoQ,OperatingCashFlowYoY,OperatingCashFlowQoQ,OperatingExpenseYoY,OperatingExpenseQoQ,ReconciledCostOfRevenueYoY,CostOfRevenueYoY,CostOfRevenueQoQ,GrossProfitYoY,GrossProfitQoQ,EndCashPositionYoY,EndCashPositionQoQ,TotalExpensesYoY,TotalExpensesQoQ,TotalRevenueYoY,TotalRevenueQoQ,MarketCapYoY,MarketCapQoQ,EnterpriseValueYoY,EnterpriseValueQoQ,GrossMargin,OperatingMargin,NetMargin,EV2GrossIncome,EV2OperatingIncome,EV2NetIncome,EV2FreeCashFlow,EV2OperatingCashFlow,EV2TotalRevenue,Ticker,PeRatio,ForwardPeRatio,InterestIncome,TreasurySharesNumber,IncomeTaxPaidSupplementalData,InterestIncomeYoY,AverageDilutionEarnings,RentExpenseSupplemental,PegRatio,RepurchaseOfCapitalStock,PreferredStockEquity,PreferredSharesNumber,EarningsFromEquityInterestNetOfTax,OtherCashAdjustmentInsideChangeinCash
01/31/2014,8917548723.0,5901609723.0,2.323,2.064,5.1579999999999995,23.968000000000004,1144218000.0,524976000.0,619242000.0,452318000.0,166924000.0,-6287000.0,8251000.0,168888000.0,21971000.0,146917000.0,146917000.0,0.065,0.063,2273932000.0,2309424000.0,166924000.0,977294000.0,146917000.0,146917000.0,7935000.0,-6287000.0,191394000.0,,524976000.0,54838000.0,146917000.0,,,246232000.0,0.13,0.0,7250894000.0,2794496000.0,4456398000.0,5812773000.0,4456398000.0,17500000.0,3517207000.0,4679215000.0,5812773000.0,3517207000.0,1373875000.0,204788000.0,2940969832.0,2271986936.0,400712000.0,-1099596000.0,1288387000.0,1151587000.0,603000.0,-66374000.0,,,,334338000.0,-15.551838503675858,-15.551838503675858,-15.551838503675858,-9.252691985298858,-9.069416526395493,-9.069416526395493,18.395891848951685,-4.621088669287925,35.75197889182058,-17.08935625702106,169.28863687618804,-4.954683712384393,,,-11.15210561208313,146.8730554785448,12.508799116481647,2.0050650952693454,0.7051601764818722,0.7051601764818722,11.803591508501722,5.744515899877391,5.959292625959293,57.151883360217035,104.87809651226507,5.8446122671333836,7.044521286908023,3.371210820831474,8.562981573426871,17.93468278846648,1.4703952709114914,42.33487171006236,0.5364819949325176,54.1192325238722,14.588478768905924,14.760124381892261,0.10492764331512201,0.028284486408760107,0.028617276967977504,0.05665200101202965,0.06789876301686444,0.19388235645957844,NVDA,20.39,16.584,4156000.0,668982896.0,6161000.0,-11.442574046452163,,,1.913,-37304000.0,,,,
10/31/2013,8788325599.0,5870117599.0,2.206,2.106,5.57,28.815,1053967000.0,469552000.0,584415000.0,443427000.0,140988000.0,4022000.0,-3526000.0,141484000.0,22750000.0,118734000.0,118734000.0,0.05,0.05,2323480000.0,2355008000.0,140988000.0,912979000.0,118734000.0,118734000.0,,4022000.0,140988000.0,,469552000.0,62726000.0,118734000.0,,,203714000.0,0.161,0.0,5711373000.0,1390726000.0,4320647000.0,4320647000.0,4320647000.0,17015000.0,3356879000.0,3063914000.0,4320647000.0,3356879000.0,17015000.0,,2271986936.0,2271986936.0,162315000.0,-187373000.0,-4179000.0,562084000.0,621000.0,-38159000.0,,,,124156000.0,-43.211211019705374,-43.211211019705374,-43.211211019705374,-44.2159383033419,-44.100516618626024,-44.100516618626024,33.59486042412871,-44.100516618626024,33.59486042412871,-9.243353484258156,981.2157101802665,-34.150922050005654,,,-10.562856434416068,68.25612372886627,15.343316659773542,0.7779474732047891,-17.25256056899967,-17.25256056899967,8.768126013435255,-8.2058185085242,7.126359666970954,6.984552368915925,-4.9443534053416,-4.088064519856749,4.7349788460303035,-12.469209623705476,7.851618541235606,18.46933799492386,5.347521886988243,46.63991736866804,26.315002706557806,55.44907952526028,13.376889409250953,13.423949706205224,0.09955763068521108,0.024017917464552656,0.024102413216406843,0.021150513240339598,0.027651064439944282,0.17954785099697965,NVDA,16.877,17.668,4022000.0,,3371000.0,-14.443735375452032,,,1.889,0.0,,,,
07/31/2013,8342223378.0,4647205378.0,2.089,1.729,4.755,27.765,977238000.0,431700000.0,545538000.0,440004000.0,105534000.0,3865000.0,2421000.0,111820000.0,15372000.0,96448000.0,96448000.0,0.04,0.04,2341380000.0,2368024000.0,105534000.0,871704000.0,96448000.0,96448000.0,,3865000.0,105534000.0,,431700000.0,61840000.0,96448000.0,,,167374000.0,0.138,0.0,5569592000.0,1397419000.0,4172173000.0,4172173000.0,4172173000.0,17685000.0,3208623000.0,2986817000.0,4172173000.0,3208623000.0,17685000.0,,2314392152.0,2314392152.0,96469000.0,711818000.0,-778389000.0,591321000.0,639000.0,-84986000.0,,,-593000.0,11483000.0,-18.982578163063017,-18.982578163063017,-18.982578163063017,-22.993223513855988,-24.415031907350507,-24.415031907350507,27.485775721481982,-24.415031907350507,27.485775721481982,-91.73540038289359,-89.55929552749062,-14.525733078675096,,,-51.97823641269178,-45.07884998576715,9.700420846879549,0.9676745749643748,-14.268862538253323,-14.268862538253323,-1.0250566864830537,0.891220763464942,5.200860832137733,18.354622931919987,5.325396358895165,-3.6415308954763574,-0.029129843409889007,-6.4190295613203485,2.3565602745881336,-0.4342518301968439,-1.9879930366775145,-9.247468693583857,-3.234527433832815,55.82447673954554,10.799211655707207,11.442453117868933,0.11739055101429176,0.02270913192251001,0.02406177280852682,0.0024709473900940216,0.02075849723721851,0.21028508975012639,NVDA,15.522,15.600999999999999,3865000.0,,2797000.0,-27.294958615500377,,,1.6669999999999998,-750000000.0,,,,
04/30/2013,8511430014.0,4802545014.0,2.011,1.7630000000000001,5.03,33.696,954739000.0,436171000.0,518568000.0,435787000.0,82781000.0,5076000.0,205000.0,88062000.0,10171000.0,77891000.0,77891000.0,0.033,0.033,2467488000.0,2477208000.0,82781000.0,871958000.0,77891000.0,77891000.0,,5076000.0,82781000.0,,436171000.0,59744000.0,77891000.0,,,142525000.0,0.11599999999999999,0.0,6279527000.0,1454591000.0,4824936000.0,4824936000.0,4824936000.0,18333000.0,3847173000.0,3681039000.0,4824936000.0,3847173000.0,18333000.0,,2311665640.0,2311665640.0,175650000.0,-230786000.0,-116227000.0,561423000.0,655000.0,-65667000.0,,,-576000.0,109983000.0,28.879659811042902,28.879659811042902,28.879659811042902,14.225306440106362,13.66956856067888,13.66956856067888,-54.90567785022852,13.66956856067888,-58.74707849322509,-388.4346070126669,-72.72592008451312,11.944987707847341,,,-2007.5803649000868,-61.053992270664224,11.58632450619402,8.396906690810862,-5.491069590672418,-5.491069590672418,-16.33013619796662,11.913743838537306,-11.447023746503598,52.09151123572676,-23.385135633049757,2.3363624947332964,-5.563672320483814,3.228753661297665,-13.746745421003848,5.99508420956333,12.563758265582148,-2.3881168793883747,15.827657289070391,54.31515838360013,8.670537183460612,9.223672647707907,0.10797774898273968,0.017236902467063477,0.018336527766692163,0.02290098264136749,0.03657435786399898,0.19879855310399389,NVDA,15.3,15.106,5076000.0,,2286000.0,-2.3470565602154676,,,1.3030000000000002,-100000000.0,,,,
01/31/2013,7561430202.0,4146285202.0,1.8559999999999999,1.601,3.7460000000000004,16.005,1106902000.0,521300000.0,585602000.0,402029000.0,183573000.0,1399000.0,1136000.0,186108000.0,12135000.0,173973000.0,173973000.0,0.07,0.07,2480676000.0,2488072000.0,183573000.0,923329000.0,173973000.0,173973000.0,,1399000.0,200667000.0,,521300000.0,58401000.0,173973000.0,,,259068000.0,0.065,0.0,6412245000.0,1584542000.0,4827703000.0,4827703000.0,4827703000.0,18998000.0,3874341000.0,3799035000.0,4827703000.0,3874341000.0,18998000.0,,2880612788.0,2467024536.0,451009000.0,-141436000.0,-102175000.0,732786000.0,583000.0,-47758000.0,,,-527000.0,403251000.0,52.514121571005546,49.94440853264383,49.94440853264383,49.39194233285438,50.07971091508131,50.07971091508131,-27.216246327567134,42.82043799776517,-20.43874917233969,10.378117677973153,194.7719680411693,36.137341762174266,,,9.863392104609298,148.51034520759293,9.337333014229147,4.574954284272489,12.547794490706657,12.547794490706657,-8.133198931363356,19.507441639303448,-8.019376179989884,9.718869969874648,39.475206894714006,11.127038057377927,-3.000757438073397,16.125573597819542,-8.073016584863508,-16.374982928336813,1.9304098641604477,-30.125817229137912,3.5772979253070427,52.90459317988404,16.58439500515854,16.813412569495764,0.14123533994176987,0.044274088987282356,0.04488547963614009,0.09725597260060356,0.10877423477344288,0.2669623400402064,NVDA,15.325,11.640999999999998,4693000.0,413588252.0,,11.393306432470924,,,0.992,,,,,
10/31/2012,7418227997.0,4003082997.0,1.8130000000000002,1.571,3.325,12.94,1204110000.0,567452000.0,636658000.0,384441000.0,252217000.0,4701000.0,-3290000.0,253628000.0,44548000.0,209080000.0,209080000.0,0.085,0.083,2489408000.0,2515380000.0,252217000.0,951893000.0,209080000.0,209080000.0,,4701000.0,252217000.0,,567452000.0,57148000.0,209080000.0,,,309365000.0,0.17600000000000002,0.0,6075144000.0,1352298000.0,4722846000.0,4722846000.0,4722846000.0,19627000.0,3750568000.0,3433468000.0,4722846000.0,3750568000.0,19627000.0,,2499403192.0,2499403192.0,181485000.0,-182799000.0,27084000.0,525388000.0,715000.0,-44684000.0,,,-511000.0,136801000.0,19.22591226701057,17.280799672412535,17.280799672412535,23.849658425583655,27.970470343497894,27.970470343497894,80.6414415962986,27.970470343497894,80.6414415962986,-33.391923342844066,-1.5409307480819334,25.688643676666555,,,-25.747799866621392,-9.657716316716943,6.899926868672263,-4.152372499351776,11.382377130429491,11.382377130429491,12.690075086734016,14.359360321312264,17.74285719569684,-7.308897419974031,5.157940666669336,9.52755180706256,5.222589584666727,12.936839933219533,15.306386279410496,-16.97715716117673,-11.462282038225554,-35.52524182428529,-21.826154547150153,52.873740771192004,20.946342111601098,21.06352409663569,0.1590419185605509,0.06300568841291002,0.06335816674050339,0.03417391048412479,0.04533630707532393,0.30079566196913404,NVDA,14.969000000000001,10.142000000000001,4701000.0,,,7.920110192837465,,,1.276,,,,,
07/31/2012,8378607635.0,5120744635.0,2.106,1.881,4.904,26.151,1044270000.0,503551000.0,540719000.0,401096000.0,139623000.0,5316000.0,269000.0,145208000.0,26162000.0,119046000.0,119046000.0,0.048,0.048,2475984000.0,2492572000.0,139623000.0,904647000.0,119046000.0,119046000.0,,5316000.0,139623000.0,,503551000.0,56195000.0,119046000.0,,,195818000.0,0.18,0.0,5891881000.0,1438216000.0,4453665000.0,4453665000.0,4453665000.0,20237000.0,3465697000.0,3191891000.0,4453665000.0,3465697000.0,20237000.0,,2477904968.0,2477904968.0,200886000.0,-84703000.0,14300000.0,499618000.0,730000.0,-61944000.0,,,-496000.0,138942000.0,-22.22577382804232,-21.459626714520397,-21.459626714520397,-18.21433197970115,-19.770729184623338,-19.770729184623338,91.72136324938896,-19.770729184623338,91.72136324938896,136.70653173873043,-464.3806876294878,-14.091551211294298,,,144.92020336255348,-2281.646394439618,14.18973164718409,2.703450112409036,2.5075676919099488,2.5075676919099488,9.10873583192673,2.93841045986552,16.694218799906768,-6.195105648743743,35.348314302355504,7.3781553899348,6.172869933841988,2.7302052007000377,12.909067908489453,0.9229019860428691,4.34101207082019,-8.532070001568782,4.079300734300007,51.77961638273627,13.370392714527851,13.90521608396296,0.10559382248906071,0.027266151693190223,0.028356813383645717,0.02713316322207112,0.039229841423248396,0.20392932560285737,NVDA,17.816,12.484000000000002,5316000.0,,,0.94948727687049,,,1.59,,,,,
04/30/2012,8030023352.0,4920041352.0,2.032,1.8730000000000002,5.32,38.644,924877000.0,461513000.0,463364000.0,390538000.0,72826000.0,5198000.0,-929000.0,77095000.0,16658000.0,60437000.0,60437000.0,0.025,0.025,2463120000.0,2495144000.0,72826000.0,852051000.0,60437000.0,60437000.0,,5198000.0,72826000.0,,461513000.0,54491000.0,60437000.0,,,127317000.0,0.21600000000000003,0.0,5708167000.0,1420739000.0,4287428000.0,4287428000.0,4287428000.0,20830000.0,3283003000.0,3084712000.0,4287428000.0,3283003000.0,20830000.0,,2475216436.0,2475216436.0,-9208000.0,-335054000.0,45521000.0,369135000.0,744000.0,-28923000.0,,,-515000.0,-38131000.0,-56.334025157884184,-55.304358115353615,-55.304358115353615,-50.733297121129816,-52.973615218710854,-52.973615218710854,-40.46126049527049,-52.973615218710854,-48.16765478317188,-127.04230346441616,-110.43724133400485,-38.29029256092596,,,-105.3472706155633,-102.24301979450352,18.47373354649452,6.212197032331056,-3.355349125510956,-3.355349125510956,-0.360118398638977,-4.363027679911167,-5.438427143769655,-46.00392315760064,-44.7300097622912,5.559375452967565,2.548391639195693,-3.8628371614872163,-2.9707488716882398,-32.53503412303358,-11.192615423569038,-47.85514694487919,-17.086294858824473,50.10006736030845,7.874128127307739,8.335703017806692,0.09417888323471961,0.014801908112092631,0.015669583746214008,-0.007750138113066819,-0.0018715289854742668,0.18798155011929665,NVDA,15.854000000000001,14.535,5198000.0,,2010000.0,-2.1645021645021645,,,1.1179999999999999,,,,,
01/31/2012,9042067155.0,5933930155.0,2.2769999999999997,2.181,6.225,30.842,953194000.0,463181000.0,490013000.0,367696000.0,122317000.0,1124000.0,1136000.0,124577000.0,8552000.0,116025000.0,116025000.0,0.048,0.048,2445728000.0,2474396000.0,122317000.0,830877000.0,116025000.0,114070092.794,,1124000.0,140503000.0,,463181000.0,51895000.0,116025000.0,2099000.0,2099000.0,190299000.0,0.069,144092.794,5552928000.0,1407204000.0,4145724000.0,4145724000.0,4145724000.0,21439000.0,3178558000.0,2975400000.0,4145724000.0,3178558000.0,21439000.0,,2821408396.0,2448765648.0,410518000.0,-328495000.0,19037000.0,667876000.0,,-45182000.0,,,-10739000.0,365336000.0,-31.786295254468357,-32.40645262771554,-32.40645262771554,-32.989252633051116,-31.962197821757947,-31.962197821757947,-37.93850525140798,-29.15588901158188,-28.711248668121165,-11.611545254397212,77.88121646492877,-20.684294324083258,,,-5.557050932540093,67.95803892527934,49.11773413198908,2.2437136255064276,0.6878006682361739,0.6878006682361739,-9.084467370545065,14.92967194312774,-11.981671118359957,0.37799029399078093,17.829419070739007,17.588360001018966,-4.396897904704921,7.5383358755200955,-10.597272505580671,-35.77280106020137,1.1964205806615948,-48.89423731851728,-4.426485270995662,51.407478435659485,12.832330039844983,13.069427629632582,0.08257815430926656,0.020613151285060922,0.020994011851492713,0.061567290220321105,0.06918146814621548,0.16063451626521547,NVDA,15.713,14.815,4213000.0,372642748.0,,-5.559291638646044,,,0.985,,,,,
10/31/2011,8935165002.0,6208760002.0,2.302,2.249,5.8229999999999995,24.886999999999997,1066180000.0,509463000.0,556717000.0,359627000.0,197090000.0,4356000.0,3341000.0,204787000.0,26514000.0,178273000.0,178273000.0,0.073,0.073,2428252000.0,2454240000.0,197090000.0,869090000.0,178273000.0,175364562.975,,4356000.0,197090000.0,,509463000.0,52387000.0,178273000.0,3341000.0,3341000.0,246136000.0,0.129,432562.975,5089043000.0,1115593000.0,3973450000.0,3973450000.0,3973450000.0,21949000.0,2982558000.0,2613387000.0,3973450000.0,2982558000.0,21949000.0,,2442613744.0,2442613744.0,244417000.0,-289145000.0,78930000.0,566816000.0,,-39035000.0,51705000.0,,-457000.0,205382000.0,98.19359974673253,110.0740024981735,110.0740024981735,97.69947386204566,89.90586126822312,89.90586126822312,13.250588978911681,89.90586126822312,13.250588978911681,7.894764491421247,249.89607823094482,58.71857206420037,,,15.194860894441906,197.9931968642177,24.74963490229951,2.383745096141254,12.750470288812659,12.750470288812659,3.7110698996199356,41.99718411883835,5.984001035630249,25.631352870511154,6.421536046743044,17.424124713394555,3.1576748365256675,26.337817213169146,4.885604470953265,29.499517911257005,7.626806387141023,20.53501837798129,10.90231318281617,52.21604231930819,18.485621564838958,19.207544692265845,0.08966637457731773,0.031743858666869434,0.0329835587031924,0.033079391043274536,0.03936647574093169,0.1717218896617934,NVDA,14.095,13.21,4356000.0,,,3.2227488151658767,,,0.9109999999999999,,,,,
07/31/2011,8301988419.0,5598404419.0,2.346,2.408,5.507000000000001,24.750999999999998,1016517000.0,491233000.0,525284000.0,351254000.0,174030000.0,5266000.0,-1749000.0,177547000.0,25974000.0,151573000.0,151573000.0,0.063,0.063,2405360000.0,2455736000.0,174030000.0,842487000.0,151573000.0,153066132.393,,5266000.0,174030000.0,,491233000.0,52159000.0,151573000.0,-1749000.0,-1749000.0,227938000.0,0.146,-255867.607,4864424000.0,1174955000.0,3689469000.0,3689469000.0,3689469000.0,22493000.0,2737820000.0,2357258000.0,3689469000.0,2737820000.0,22493000.0,,2414909460.0,2414909460.0,82021000.0,-273218000.0,40178000.0,532614000.0,,-23323000.0,39499000.0,,-379000.0,58698000.0,-207.72411055436825,-207.528323436979,-207.528323436979,-205.02818742716525,-199.32822318742973,-199.32822318742973,12.37747155532022,-199.32822318742973,12.37747155532022,-1878.727272727273,-58.371688947200454,-275.3517605335836,,,138.8219194036804,-52.368757259001164,13.49115829130304,6.556526645653908,-27.430729957631378,-27.430729957631378,2.8682654292032437,291.15062699192805,8.417078944815614,41.27579886632201,-22.0906539034833,-14.59101899302018,4.374505220044674,25.309045275687613,5.662764191472487,57.8769611323951,-30.25009506861452,59.148665015976256,-40.66554427368277,51.674885909433875,17.120225239715616,17.466210599527603,0.09382744808811569,0.031085642796610545,0.03171385750508425,0.0104847730901307,0.014650781519397768,0.18157262747044856,NVDA,32.929,11.508,5266000.0,,1450000.0,9.59417273673257,,,0.799,,,,,
04/30/2011,11902508580.0,9435334580.0,3.323,3.741,9.808,46.565,962039000.0,477536000.0,484503000.0,329641000.0,154862000.0,5313000.0,-3690000.0,156485000.0,21266000.0,135219000.0,135219000.0,0.057999999999999996,0.055,2379208000.0,2453896000.0,154862000.0,807177000.0,135219000.0,138407536.345,,5313000.0,154862000.0,,477536000.0,47764000.0,135219000.0,-3690000.0,-3690000.0,206316000.0,0.136,-501463.655,4736744000.0,1288936000.0,3447808000.0,3447808000.0,3447808000.0,22957000.0,2799203000.0,2515597000.0,3447808000.0,2799203000.0,22957000.0,,2401153556.0,2401153556.0,172200000.0,-252506000.0,98578000.0,683633000.0,,-31195000.0,85286000.0,,-352000.0,141005000.0,-0.8811390189535471,-1.7260927075308514,-1.7260927075308514,3.8215292751700116,5.067404829265976,5.067404829265976,-13.85931537785491,5.067404829265976,-21.91582588351561,-727.3301597188237,-65.88561198074177,4.846553748113366,,,-3290.661478599222,-60.384012809629304,6.685459441265568,33.68467156836901,-12.448756591057428,-12.448756591057428,3.8083375179612924,6.16288726206623,13.63733379616708,52.8484423000389,2.7461783903775543,-5.52924791086351,14.234260498897536,-3.970202023730976,8.536219392221811,33.14872020318355,-15.454644016043018,31.07433586594251,-18.738516081191133,50.362095507562586,16.097268405958594,16.26597258531099,0.05134984836965898,0.01641298447733477,0.016584997455384352,0.014944356112064867,0.018250545175685758,0.1019613021502413,NVDA,46.512,16.026,5313000.0,,1404000.0,-4.631125471190091,,,1.112,,,,,
01/31/2011,14078252367.0,11611078367.0,3.9739999999999998,4.425,13.099,47.446000000000005,886376000.0,460017000.0,426359000.0,246581000.0,179778000.0,1334000.0,4794000.0,185906000.0,14255000.0,171651000.0,171651000.0,,,,,179778000.0,706598000.0,171651000.0,167224596.90399998,,1334000.0,198327000.0,,460017000.0,46393000.0,171651000.0,4794000.0,4794000.0,239926000.0,0.077,367596.904,4495246000.0,1313784000.0,3181462000.0,3181462000.0,3181462000.0,23389000.0,2522873000.0,2284268000.0,3181462000.0,2522873000.0,23389000.0,,2722394948.0,2354222804.0,434673000.0,-309251000.0,88765000.0,665361000.0,768000.0,-21343000.0,73145000.0,,,413330000.0,30.08923435841383,30.955323629039643,30.955323629039643,33.341462190057456,33.88093713230366,33.88093713230366,73.224901958895,28.572539918186358,91.09777131129377,785.6438825798158,117.13754373430557,20.278128697186627,,,527.7319662069464,104.8633923563817,-19.004792421470313,-14.464459776813435,-15.401817322492906,-15.401817322492906,1.8074582272878166,-2.8177361010756266,8.747851105182344,48.77677926573216,47.473258654089115,-16.695000978535873,-4.53042645268595,-9.782511338560878,5.031804263951692,64.85244831005849,104.03953303060814,67.53371670125726,125.41401888681443,48.101370073196925,20.282363240881974,20.973717699937726,0.036720017428506946,0.01548331639126211,0.016011088214542234,0.035597899431523146,0.03743605772530051,0.07633881815139419,NVDA,55.628,27.026999999999997,4461000.0,368172144.0,-1451000.0,-22.659500693481277,,,1.899,,,,,
10/31/2010,6899767000.0,5151001000.0,1.828,2.499,6.104,34.19,843912000.0,451850000.0,392062000.0,288279000.0,103783000.0,4220000.0,-4418000.0,103585000.0,18723000.0,84862000.0,84862000.0,0.038,0.038,2309292000.0,2330592000.0,103783000.0,740129000.0,84862000.0,88481446.02,,4220000.0,103783000.0,,451850000.0,46876000.0,84862000.0,-4418000.0,-4418000.0,155077000.0,0.18100000000000002,-798553.98,3915579000.0,1017699000.0,2897880000.0,2897880000.0,2897880000.0,23359000.0,2415394000.0,1991213000.0,2897880000.0,2415394000.0,23359000.0,,2324000000.0,2324000000.0,212177000.0,-163984000.0,25978000.0,451174000.0,777000.0,-21823000.0,26279000.0,,-301000.0,190354000.0,-19.98816702420579,-21.115108248045587,-21.115108248045587,-6.008692732766521,-3.7665167601650515,-3.7665167601650515,-159.23450547067185,-3.7665167601650515,-159.23450547067185,52.6201853692954,-5868.30303030303,-2.892978578182433,,,50.142587232958526,517.7993244817144,1.5288548908564545,-6.856241861847696,-11.64847885214392,-11.64847885214392,-33.248733964036894,0.07121289080945319,191.94739820689244,-26.57748702175788,19.673848749214198,-6.94426807449699,-24.967787391716467,-6.564836814635863,4.031518426839972,5.312814041205869,31.211246210434197,0.7896853683577586,46.43010245272506,46.457687531401376,12.297846220932989,12.274384059001413,0.07611374954110861,0.020148122665866304,0.020109683535297313,0.0369547588905535,0.0411914111451347,0.1638345634178677,NVDA,27.955,,4220000.0,,917000.0,-22.4834680382072,,,,,,,,
07/31/2010,5258518000.0,3517720000.0,1.409,1.838,4.336,-27.346999999999998,811208000.0,676916000.0,134292000.0,309499000.0,-175207000.0,4805000.0,1355000.0,-169047000.0,-28086000.0,-140961000.0,-140961000.0,-0.063,-0.063,2291056000.0,2291056000.0,-175207000.0,986415000.0,-140961000.0,-142090876.04,,4805000.0,-175207000.0,,676916000.0,46573000.0,-140961000.0,1355000.0,1355000.0,-129989000.0,0.166,225123.96,3731268000.0,970754000.0,2760514000.0,2760514000.0,2760514000.0,23734000.0,2271791000.0,1836823000.0,2760514000.0,2271791000.0,23734000.0,,2296000000.0,2296000000.0,34344000.0,-119101000.0,14498000.0,377003000.0,787000.0,-37644000.0,14790000.0,,-292000.0,-3300000.0,38.52310444651824,33.863554348445426,33.863554348445426,57.83886238223733,59.12430635654409,59.12430635654409,-218.8706383613876,59.12430635654409,-218.8706383613876,-102.80944313431692,-85.31832539929705,124.07260566779289,,,-74.5820289082795,-736.3535297387438,15.991080463216282,0.1666752971027626,9.215759353465732,9.215759353465732,24.105486253199278,-14.312513160161558,-70.57432780354839,-28.023330183185852,-15.708689761258501,11.254789218013888,15.448491374265583,4.467109668778654,-19.026005851391428,-25.541695233580363,-41.175010531653456,-37.42182664893181,-51.132330406205554,16.554570467746863,-21.598283054407748,-20.83892170688652,0.038175863911851994,-0.04980697724662565,-0.04805584298920892,-0.0009381076379018228,0.009763142035181879,0.23060618809910965,NVDA,19.146,,4805000.0,,516000.0,-16.8541270115937,,,,,,,,
04/30/2010,8939258719.0,7198460719.0,2.4090000000000003,3.125,7.185,37.001999999999995,1001813000.0,545436000.0,456377000.0,308984000.0,147393000.0,5571000.0,-2239000.0,150725000.0,13131000.0,137594000.0,137594000.0,0.06,0.057999999999999996,2268732000.0,2363988000.0,147393000.0,854420000.0,137594000.0,139637940.726,,5571000.0,147393000.0,,545436000.0,47147000.0,137594000.0,-2239000.0,-2239000.0,196779000.0,0.087,-195059.27399999998,3803030000.0,942385000.0,2860645000.0,2860645000.0,2860645000.0,24098000.0,2375378000.0,1961687000.0,2860645000.0,2375378000.0,24098000.0,,2288800000.0,2288800000.0,-5397000.0,-57342000.0,62780000.0,447262000.0,795000.0,-17080000.0,63062000.0,,-282000.0,-22477000.0,-169.348816262831,-168.33980669322236,-168.33980669322236,-167.04222470320832,-163.8161626220423,-163.8161626220423,9.763780700317243,-163.8161626220423,-4.447239275735318,-118.5223030712561,-148.1615598885794,-209.123425776506,,,-103.79728132387707,-107.79406455339735,-26.54798044030704,1.4929099097027647,14.941152918119844,14.941152918119844,0.30693293267153027,140.5833544197031,4.02442554607598,-12.690864654462262,0.009167726918011453,-4.554980138427785,0.7326050511314469,50.82298176387432,1.966945143350351,43.54797336289647,4.676251532363745,46.471810674538794,3.86501930859586,45.55510858812972,14.712626009045602,15.045223010681635,0.06339924850814484,0.020475627464488774,0.020938504200233868,-0.0031224731060451594,-0.0007497436202929984,0.1391704475591235,NVDA,32.729,,5571000.0,,1089000.0,-9.03004572175049,,,,,,,,
