Quarter,MarketCap,EnterpriseValue,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio,TotalRevenue,CostOfRevenue,GrossProfit,OperatingExpense,OperatingIncome,NetNonOperatingInterestIncomeExpense,OtherIncomeExpense,PretaxIncome,TaxProvision,NetIncomeCommonStockholders,DilutedNIAvailtoComStockholders,BasicEPS,DilutedEPS,BasicAverageShares,DilutedAverageShares,TotalOperatingIncomeAsReported,TotalExpenses,NetIncomeFromContinuingAndDiscontinuedOperation,NormalizedIncome,InterestExpense,NetInterestIncome,EBIT,EBITDA,ReconciledCostOfRevenue,ReconciledDepreciation,NetIncomeFromContinuingOperationNetMinorityInterest,TotalUnusualItemsExcludingGoodwill,TotalUnusualItems,NormalizedEBITDA,TaxRateForCalcs,TaxEffectOfUnusualItems,TotalAssets,TotalLiabilitiesNetMinorityInterest,TotalEquityGrossMinorityInterest,TotalCapitalization,CommonStockEquity,CapitalLeaseObligations,NetTangibleAssets,WorkingCapital,InvestedCapital,TangibleBookValue,TotalDebt,NetDebt,ShareIssued,OrdinarySharesNumber,OperatingCashFlow,InvestingCashFlow,FinancingCashFlow,EndCashPosition,InterestPaidSupplementalData,CapitalExpenditure,IssuanceOfCapitalStock,IssuanceOfDebt,RepaymentOfDebt,FreeCashFlow,NormalizedIncomeYoY,DilutedNIAvailtoComStockholdersYoY,NetIncomeCommonStockholdersYoY,PretaxIncomeYoY,TotalOperatingIncomeAsReportedYoY,OperatingIncomeYoY,OperatingIncomeQoQ,EBITYoY,EBITQoQ,FreeCashFlowYoY,FreeCashFlowQoQ,NormalizedEBITDAYoY,EBITDAYoY,EBITDAQoQ,OperatingCashFlowYoY,OperatingCashFlowQoQ,OperatingExpenseYoY,OperatingExpenseQoQ,ReconciledCostOfRevenueYoY,CostOfRevenueYoY,CostOfRevenueQoQ,GrossProfitYoY,GrossProfitQoQ,EndCashPositionYoY,EndCashPositionQoQ,TotalExpensesYoY,TotalExpensesQoQ,TotalRevenueYoY,TotalRevenueQoQ,MarketCapYoY,MarketCapQoQ,EnterpriseValueYoY,EnterpriseValueQoQ,GrossMargin,OperatingMargin,NetMargin,EV2GrossIncome,EV2OperatingIncome,EV2NetIncome,EV2FreeCashFlow,EV2OperatingCashFlow,EV2TotalRevenue,Ticker,PeRatio,ForwardPeRatio,InterestIncome,TreasurySharesNumber,IncomeTaxPaidSupplementalData,InterestIncomeYoY,AverageDilutionEarnings,RentExpenseSupplemental,PegRatio,RepurchaseOfCapitalStock,PreferredStockEquity,PreferredSharesNumber,EarningsFromEquityInterestNetOfTax,OtherCashAdjustmentInsideChangeinCash
09/30/2009,228908000000.0,198176000000.0,4.087,5.553999999999999,15.339,38.646,12920000000.0,2842000000.0,10078000000.0,5596000000.0,4482000000.0,165000000.0,118000000.0,4765000000.0,1191000000.0,3574000000.0,3574000000.0,0.4,0.4,8914000000.0,8983000000.0,4482000000.0,8438000000.0,3574000000.0,3485493809.024,,165000000.0,4482000000.0,,2842000000.0,646000000.0,3574000000.0,118000000.0,118000000.0,5010000000.0,0.25,29493809.024,81612000000.0,40400000000.0,41212000000.0,44958000000.0,41212000000.0,,26977000000.0,23470000000.0,47208000000.0,26977000000.0,5996000000.0,,8900000000.0,8900000000.0,6107000000.0,-1199000000.0,-2190000000.0,8823000000.0,,-435000000.0,257000000.0,1073000000.0,-823000000.0,5672000000.0,-23.056420433826826,-18.271209695860964,-18.271209695860964,-20.46402937739943,-25.287547924654106,-25.287547924654106,12.415349887133182,-25.287547924654106,12.415349887133182,118.82716049382715,90.71956960322798,-26.31269304309457,,,81.2166172106825,58.995053371517834,-9.94528484068233,-14.25068954949433,-0.21067415730337077,-0.21067415730337077,9.899458623356535,-17.481372308196182,-4.137734233805764,-2.010217681030653,45.21066491112574,-6.88589715294637,-7.396839332748025,-14.215523537613702,-1.366516527979235,-3.586359274947678,8.10644367449697,-9.374531855339296,6.522091551721394,78.0030959752322,34.690402476780186,36.88080495356037,0.05085378653318263,0.022616260293880187,0.024044283868884225,0.028621023736476667,0.030816042305829162,0.06519457451961892,MSFT,16.701,13.477,165000000.0,,,,,,1.315,-1540000000.0,,,,
06/30/2009,211743160000.0,186042160000.0,3.659,5.353,14.203,39.855,13099000000.0,2586000000.0,10513000000.0,6526000000.0,3987000000.0,160000000.0,-5000000.0,4142000000.0,1097000000.0,3045000000.0,3045000000.0,,,,,3987000000.0,9112000000.0,3045000000.0,3048675760.5020003,,160000000.0,3987000000.0,,2586000000.0,681000000.0,3045000000.0,-5000000.0,-5000000.0,4673000000.0,0.265,-1324239.498,77888000000.0,38330000000.0,39558000000.0,43304000000.0,39558000000.0,,25296000000.0,22246000000.0,45304000000.0,25296000000.0,5746000000.0,,8908000000.0,8908000000.0,3841000000.0,-7857000000.0,2699000000.0,6076000000.0,,-867000000.0,143000000.0,3979000000.0,,2974000000.0,-28.245509684610337,-29.13660693507098,-29.13660693507098,-30.596514745308312,-29.85573539760732,-29.85573539760732,-10.162235241099594,-29.85573539760732,-10.162235241099594,3.7321241716079525,-45.0480413895048,-24.931726907630523,,,-5.973072215422277,-36.449371277299804,-10.443255111843008,2.0325203252032518,-9.769713886950454,-9.769713886950454,-8.102345415778252,-18.949965307223806,-2.962894591102086,-41.23222748815166,-16.595744680851062,-10.253127154535607,-1.0640608034744843,-17.288627896697605,-4.022567409144197,-15.889494252514687,29.51613908172497,-18.431900876355833,32.748007513422934,80.2580349645011,30.4374379723643,31.62073440720666,0.056508696738416714,0.021430626262348276,0.022263770749597834,0.01598562390374311,0.020645857906616435,0.07040877186117384,MSFT,14.673,,160000000.0,,,,,,,-22000000.0,,,,
03/31/2009,163487856804.0,140146856804.0,2.735,4.425,10.269,27.469,13648000000.0,2814000000.0,10834000000.0,6396000000.0,4438000000.0,164000000.0,-552000000.0,4050000000.0,1073000000.0,2977000000.0,2977000000.0,0.33,0.33,8891000000.0,8904000000.0,4438000000.0,9210000000.0,2977000000.0,3382754074.0740004,,164000000.0,4438000000.0,,2814000000.0,664000000.0,2977000000.0,-552000000.0,-552000000.0,5654000000.0,0.265,-146245925.926,68853000000.0,31910000000.0,36943000000.0,36943000000.0,36943000000.0,,22633000000.0,16901000000.0,38942000000.0,22633000000.0,1999000000.0,,8899720022.0,8899720022.0,6044000000.0,-6009000000.0,-1060000000.0,7285000000.0,,-632000000.0,112000000.0,,,5412000000.0,-19.998313059852364,-32.155879671832274,-32.155879671832274,-15.800415800415802,0.6577455205261964,0.6577455205261964,-25.273615086714933,0.6577455205261964,-25.273615086714933,-14.407717855448363,9.554655870445345,18.63197650020982,,,-14.656876588534312,4.531304047042546,-15.071039702562741,-5.705440070765149,11.933174224343675,11.933174224343675,-27.975428717686203,-9.262981574539364,-14.84043389404182,-38.367174280879865,-12.712676731368319,-8.312593330014932,-13.84471468662301,-5.57631105576311,-17.926513921462504,-38.14570646051795,-5.460059268680801,-41.10740462278607,-9.122382986304375,79.38159437280189,32.51758499413834,29.674677608440795,0.07730462350041648,0.03166678226830794,0.028898257815828568,0.03861663488870721,0.043126190182436505,0.09738356115319217,MSFT,10.557,,164000000.0,,,,,,,-18000000.0,,,,
12/31/2008,172929933676.0,154214933676.0,2.897,5.016,9.274,23.469,16629000000.0,3907000000.0,12722000000.0,6783000000.0,5939000000.0,,-476000000.0,5638000000.0,1464000000.0,4174000000.0,4174000000.0,0.47,0.47,8903000000.0,8914000000.0,5939000000.0,10690000000.0,4174000000.0,4526398722.951,,,5939000000.0,,3907000000.0,632000000.0,4174000000.0,-476000000.0,-476000000.0,7047000000.0,0.26,-123601277.049,65786000000.0,31308000000.0,34478000000.0,34478000000.0,34478000000.0,,20173000000.0,14020000000.0,36478000000.0,20173000000.0,2000000000.0,,8890562873.0,8890562873.0,5782000000.0,-2499000000.0,-3858000000.0,8346000000.0,,-842000000.0,96000000.0,,,4940000000.0,-1.924244850119305,-11.323560654344593,-11.323560654344593,-17.331378299120235,-8.362906958802654,-8.362906958802654,-1.0001666944490748,-8.362906958802654,-1.0001666944490748,27.582644628099175,90.58641975308642,3.192268267681945,,,26.603897525728048,71.5727002967359,6.936780703137317,9.156742838751207,10.273779283093424,10.273779283093424,37.18398876404495,-0.7953836556456644,4.167690166216327,11.876675603217159,-7.307863171923589,8.132712927372042,17.965129110571617,1.6007820614651433,10.410995285837593,-47.93029899636388,-27.16373173482364,-50.419007654409576,-29.47783505931444,76.50490107643274,35.71471525647964,33.90462445125985,0.08249525319466441,0.038511186033887125,0.03655936468413127,0.03203321417871736,0.03749312639298456,0.10783002400362164,MSFT,10.452,11.468,,,,,,,1.151,-2820000000.0,,,,
09/30/2008,237422835896.0,218675835896.0,4.06,7.067,14.519,33.213,15061000000.0,2848000000.0,12213000000.0,6214000000.0,5999000000.0,,-215000000.0,5991000000.0,1618000000.0,4373000000.0,4373000000.0,0.48,0.48,9084000000.0,9183000000.0,5999000000.0,9062000000.0,4373000000.0,4529934568.519,,,5999000000.0,,2848000000.0,585000000.0,4373000000.0,-215000000.0,-215000000.0,6799000000.0,0.27,-58065431.481000006,65117000000.0,31523000000.0,33594000000.0,33594000000.0,33594000000.0,,19404000000.0,12819000000.0,35569000000.0,19404000000.0,1975000000.0,,8895572720.0,8895572720.0,3370000000.0,595000000.0,-5244000000.0,9004000000.0,,-778000000.0,228000000.0,,,2592000000.0,6.629588933047679,1.9584984844952202,1.9584984844952202,-3.6196911196911192,1.3687056437985807,1.3687056437985807,5.541871921182266,1.3687056437985807,5.541871921182266,-51.71385991058122,-9.59190791768399,8.023514458214171,,,-42.66757400476352,-17.503059975520195,20.216676339717544,-14.724852477013862,6.467289719626168,6.467289719626168,-0.6280530355896721,10.156038603770181,-5.843805412073086,35.663703480488174,-12.912273914305059,15.527791942886282,-10.74559243573328,9.439035023979073,-4.8999179137462905,-13.855892012426363,-5.688784453699613,-13.292769163959164,-4.124031572678617,81.09023305225416,39.83135249983401,39.77823517694708,0.05584979222765326,0.027433300873961508,0.02739671704215759,0.011853161504468782,0.015410939147399614,0.06887363634984735,MSFT,14.047,15.748,,,,,,,1.58,-6493000000.0,,,,
06/30/2008,251744010000.0,228082010000.0,4.312,6.938,14.402000000000001,36.25,15837000000.0,2866000000.0,12971000000.0,7287000000.0,5684000000.0,,67000000.0,5968000000.0,1671000000.0,4297000000.0,4297000000.0,,,,,5684000000.0,10153000000.0,4297000000.0,4248759550.9379997,,,5684000000.0,,2866000000.0,608000000.0,4297000000.0,67000000.0,67000000.0,6225000000.0,0.28,18759550.938,72793000000.0,36507000000.0,36286000000.0,36286000000.0,36286000000.0,,22205000000.0,13356000000.0,36286000000.0,22205000000.0,,,9151000000.0,9151000000.0,4085000000.0,-503000000.0,-5072000000.0,10339000000.0,,-1218000000.0,245000000.0,,,2867000000.0,13.713701145720393,41.58154859967051,41.58154859967051,39.30905695611578,42.49185259463525,42.49185259463525,28.918122023134497,42.49185259463525,28.918122023134497,-19.960915689558906,-54.65759924086667,16.138059701492537,,,-7.201272149023172,-42.318554080768145,18.58421480878763,-3.2399415748240603,-11.46122953351869,-11.46122953351869,14.001591089896579,27.9948687586343,8.634840871021776,69.18671248568155,-12.529610829103216,8.21786399488382,1.0751617720258835,18.442898810859322,9.568285595682855,-8.886040637853224,-4.75471270007301,-8.053605125786001,-4.155242335993068,81.9031382206226,35.89063585274989,37.6839047799457,0.05686989517498552,0.024920860702691984,0.026166026860250838,0.012570040048314201,0.01791022448460534,0.069435550835421,MSFT,14.710999999999999,,,,,,,,,-4306000000.0,,,,
03/31/2008,264311250600.0,237970250600.0,4.671,7.037999999999999,16.464000000000002,48.162,14454000000.0,2514000000.0,11940000000.0,7531000000.0,4409000000.0,,175000000.0,4810000000.0,422000000.0,4388000000.0,4388000000.0,0.47,0.47,9307000000.0,9428000000.0,4409000000.0,10045000000.0,4388000000.0,4228353430.3529997,,,4409000000.0,,2514000000.0,532000000.0,4388000000.0,175000000.0,175000000.0,4766000000.0,0.08800000000000001,15353430.353,70747000000.0,33193000000.0,37554000000.0,37554000000.0,37554000000.0,,25569000000.0,14461000000.0,37554000000.0,25569000000.0,,,9313292833.0,9313292833.0,7082000000.0,-778000000.0,-1986000000.0,11820000000.0,,-759000000.0,268000000.0,,,6323000000.0,-9.18607451908009,-10.921640276086073,-10.921640276086073,-30.999856548558313,-33.08544543936864,-33.08544543936864,-31.97037494213856,-33.08544543936864,-31.97037494213856,-7.423133235724744,63.300619834710744,-28.35237522549609,,,-2.866547798655877,55.0689730676593,32.84529899453166,18.729307898470754,17.476635514018692,17.476635514018692,-29.043183742591022,-2.594224180127264,-6.893325015595758,55.30153724871896,58.4450402144772,28.633627865283646,1.6083350192190977,0.3889429087373246,-11.68815299077412,-0.868516493617307,-20.415121326394317,0.09097681293327624,-23.49118926273581,82.6068908260689,30.503666805036666,33.27798533277985,0.05017433889276242,0.018527525978072824,0.020212610558977155,0.026570548142289513,0.029760022448789235,0.06073868461942948,MSFT,16.5,,,,,,,,,-1240000000.0,,,,
12/31/2007,332112400000.0,311036400000.0,5.932,9.646,19.004,44.676,16367000000.0,3543000000.0,12824000000.0,6343000000.0,6481000000.0,,133000000.0,6820000000.0,2113000000.0,4707000000.0,4707000000.0,0.5,0.5,9361000000.0,9503000000.0,6481000000.0,9886000000.0,4707000000.0,4615206598.24,,,6481000000.0,,3543000000.0,481000000.0,4707000000.0,133000000.0,133000000.0,6829000000.0,0.31,41206598.24,67339000000.0,32908000000.0,34431000000.0,34431000000.0,34431000000.0,,22405000000.0,15717000000.0,34431000000.0,22405000000.0,,,9329000000.0,9329000000.0,4567000000.0,-1049000000.0,-2723000000.0,7460000000.0,,-695000000.0,2335000000.0,,,3872000000.0,92.60669082725985,79.24600152322925,79.24600152322925,79.23784494086728,86.6647465437788,86.6647465437788,9.51334910442717,86.6647465437788,9.51334910442717,163.40136054421768,-27.86885245901639,94.89155251141553,,,123.65328109696377,-22.303504593399115,16.38532110091743,22.712323466821434,-2.1270718232044197,-2.1270718232044197,32.44859813084112,43.73458865725174,15.666997384323983,8.762210234728094,12.400180804580382,8.996692392502755,26.032636409994904,30.49752830489555,18.928934747856417,13.76002333620446,20.500314730232112,19.579152173075602,23.329149847344645,78.35278303904197,39.59797152807478,41.66921243966518,0.04122990106624176,0.02083678952045484,0.02192669411039994,0.012448703753001257,0.014683168915278082,0.05262085080717241,MSFT,20.227,,,,,,,,,-4057000000.0,,,,
09/30/2007,275611230347.0,252200230347.0,5.697,8.863,18.326,39.698,13762000000.0,2675000000.0,11087000000.0,5169000000.0,5918000000.0,,59000000.0,6216000000.0,1927000000.0,4289000000.0,4289000000.0,0.46,0.45,9380000000.0,9513000000.0,5918000000.0,7844000000.0,4289000000.0,4248290379.665,,,5918000000.0,,2675000000.0,435000000.0,4289000000.0,59000000.0,59000000.0,6294000000.0,0.31,18290379.665,65645000000.0,33510000000.0,32135000000.0,32135000000.0,32135000000.0,,20266000000.0,13109000000.0,32135000000.0,20266000000.0,,,9355438912.0,9355438912.0,5878000000.0,-2257000000.0,-3153000000.0,6637000000.0,,-510000000.0,646000000.0,,,5368000000.0,37.62753582510817,23.317998849913742,23.317998849913742,23.308867288236463,32.27536879749665,32.27536879749665,48.35798445725746,32.27536879749665,48.35798445725746,47.06849315068493,49.86041317699609,51.44369586140519,,,44.742674218172866,33.53021353930032,11.376858435681966,-15.882831570382425,57.72405660377359,57.72405660377359,-17.3617547111523,21.634668129456937,9.403986579830274,-26.873071837814017,8.607429225985927,23.780968912734732,-16.39309315710936,27.296272315234482,2.924239024755067,2.6190739888374654,-0.24775389258385014,7.586611130212955,1.6691407044904194,80.56241825316087,43.00247057113792,45.16785350966429,0.04396110179893768,0.023465482136386148,0.024647082960421812,0.021284675246387434,0.023306877998931694,0.05456775349120415,MSFT,20.746,,,,,,,,,-2930000000.0,,,,
06/30/2007,276295763857.0,248059763857.0,5.962999999999999,7.9,18.552,56.763999999999996,13371000000.0,3237000000.0,10134000000.0,6145000000.0,3989000000.0,,-1024000000.0,4284000000.0,1249000000.0,3035000000.0,3035000000.0,,,,,3989000000.0,9382000000.0,3035000000.0,3736365546.218,,,3989000000.0,,3237000000.0,381000000.0,3035000000.0,-990000000.0,-990000000.0,5360000000.0,0.292,-288634453.782,63171000000.0,32074000000.0,31097000000.0,31097000000.0,31097000000.0,,25459000000.0,16414000000.0,31097000000.0,25459000000.0,,,9375492496.0,9375492496.0,4402000000.0,1075000000.0,-6983000000.0,6111000000.0,,-820000000.0,1164000000.0,,,3582000000.0,48.31762686306275,7.31966053748232,7.31966053748232,0.6106153123532174,2.7827879412522547,2.7827879412522547,-39.45970556988921,2.7827879412522547,-39.45970556988921,41.246056782334385,-47.55490483162518,45.77100897470764,,,34.16641267906127,-39.62419421204225,6.076298981529432,8.396542600105839,51.97183098591549,51.97183098591549,51.26168224299066,4.7550134380814555,-17.327459618208515,-8.981233243967829,-19.70831690973591,18.414741890697968,20.143424254065824,13.275160962385632,-7.132935129879151,17.851195487974557,3.626345437425746,23.85425659265162,4.334655318603472,75.79089073367736,29.833221150250544,32.039488445142474,0.04085305832122773,0.01608080221466128,0.01727003175924014,0.014440068571801632,0.017745723577071687,0.05390233301886087,MSFT,21.201,,,,,,,,,-7217000000.0,,,,
03/31/2007,266626949634.0,237753949634.0,6.157,7.278,16.512999999999998,33.801,14398000000.0,2140000000.0,12258000000.0,5669000000.0,6589000000.0,,382000000.0,6971000000.0,2045000000.0,4926000000.0,4926000000.0,0.51,0.5,9725000000.0,9862000000.0,6589000000.0,7809000000.0,4926000000.0,4656062831.731,,,6589000000.0,,2140000000.0,445000000.0,4926000000.0,382000000.0,382000000.0,6652000000.0,0.293,112062831.731,63891000000.0,28918000000.0,34973000000.0,34973000000.0,34973000000.0,,30057000000.0,21156000000.0,34973000000.0,30057000000.0,,,9566808383.0,9566808383.0,7291000000.0,511000000.0,-7063000000.0,7611000000.0,,-461000000.0,784000000.0,,,6830000000.0,73.62260063554139,65.46859254282835,65.46859254282835,61.55272305909618,69.4701646090535,69.4701646090535,89.77534562211981,69.4701646090535,89.77534562211981,60.29101149964797,364.6258503401361,82.89799285125103,,,59.78522901599824,257.0519098922625,13.74398073836276,4.0183486238532105,5.522682445759369,5.522682445759369,-40.88397790055249,38.165013525698825,37.39071956960323,74.92530452769478,10.963697331972591,11.366229321163718,-13.902976846747519,32.091743119266056,14.798277786636898,-4.167639491809156,-8.671016160718928,-2.322167309179612,-8.594570529256902,85.13682455896652,45.763300458397,48.41644672871232,0.051557503119801146,0.027713524886308512,0.029320227953021194,0.028727177868187456,0.03066615722356585,0.06055840511656852,MSFT,23.619,,,,,,,,,-6878000000.0,,,,
12/31/2006,291941220000.0,260109220000.0,6.808,8.087,20.739,67.79,12542000000.0,3620000000.0,8922000000.0,5450000000.0,3472000000.0,,333000000.0,3805000000.0,1179000000.0,2626000000.0,2626000000.0,0.27,0.26,9806000000.0,9942000000.0,3472000000.0,9070000000.0,2626000000.0,2396181865.966,,,3472000000.0,,3620000000.0,365000000.0,2626000000.0,333000000.0,333000000.0,3504000000.0,0.31,103181865.966,66371000000.0,29737000000.0,36634000000.0,36634000000.0,36634000000.0,,31700000000.0,22965000000.0,36634000000.0,31700000000.0,,,9777000000.0,9777000000.0,2042000000.0,-1958000000.0,-2323000000.0,6859000000.0,,-572000000.0,4449000000.0,,,1470000000.0,-27.644186158326228,-28.11387900355872,-28.11387900355872,-25.92953085458439,-25.4455658149023,-25.4455658149023,-22.396066160035762,-25.4455658149023,-22.396066160035762,-23.157344485101934,-59.726027397260275,-20.508166969147005,,,-8.471537427162708,-49.716818517606505,10.301558388990083,17.431588019823312,61.679321125502454,61.679321125502454,113.4433962264151,-7.043133986247136,-2.117388919363686,67.98922361009062,-24.427060379021594,26.323119777158777,43.12766293198674,5.955900988426121,16.01146979927851,7.512521101739107,8.699263153583516,12.365183838649143,10.960523172479695,71.13697974804656,27.682985169829372,30.338064104608513,0.03430097556710985,0.013348238866734521,0.014628470301821673,0.00565147210083518,0.007850548319663564,0.04821820618277199,MSFT,23.698,,,,,,,,,-5797000000.0,,,,
09/30/2006,268577000000.0,234416000000.0,6.504,6.697,21.683000000000003,49.633,10811000000.0,1696000000.0,9115000000.0,4641000000.0,4474000000.0,,567000000.0,5041000000.0,1563000000.0,3478000000.0,3478000000.0,0.35,0.35,9929000000.0,10010000000.0,4474000000.0,6337000000.0,3478000000.0,3086802618.528,,,4474000000.0,,1696000000.0,249000000.0,3478000000.0,567000000.0,567000000.0,4156000000.0,0.31,175802618.528,65354000000.0,29253000000.0,36101000000.0,36101000000.0,36101000000.0,,31228000000.0,23386000000.0,36101000000.0,31228000000.0,,,9820000000.0,9820000000.0,4061000000.0,6461000000.0,-8175000000.0,9076000000.0,,-411000000.0,385000000.0,,,3650000000.0,10.564905367497344,10.72906717605858,10.72906717605858,10.742530755711774,10.578348986653484,10.578348986653484,15.279567121875806,10.578348986653484,15.279567121875806,-11.321671525753159,43.92744479495268,10.121886592474828,,,-6.190806190806191,23.773239865894542,4.479963980189104,-19.886069394096324,35.35514764565043,35.35514764565043,-20.375586854460092,7.386899151743638,-5.778375025842465,205.17821116341625,35.18022043491212,11.273046532045655,-20.017670074466743,10.984498511446464,-8.41240257539817,-1.9389231455068312,14.558833942005917,0.24998025554451947,17.042034395227567,84.31227453519563,41.38377578392378,46.62843400240496,0.03888386458262234,0.019085727936659615,0.021504504811958227,0.015570609514708894,0.017323902805269267,0.046118865606443245,MSFT,22.791999999999998,,,,,,,,,-7683000000.0,,,,
06/30/2006,234444600000.0,200283600000.0,5.541,5.846,16.967,48.354,11804000000.0,2130000000.0,9674000000.0,5793000000.0,3881000000.0,,377000000.0,4258000000.0,1430000000.0,2828000000.0,2828000000.0,,,,,3881000000.0,7923000000.0,2828000000.0,2519164866.134,,,3881000000.0,,2130000000.0,261000000.0,2828000000.0,465000000.0,465000000.0,3677000000.0,0.336,156164866.134,69597000000.0,29493000000.0,40104000000.0,40104000000.0,40104000000.0,,35699000000.0,26568000000.0,40104000000.0,35699000000.0,,,10062000000.0,10062000000.0,3281000000.0,3739000000.0,-4684000000.0,6714000000.0,,-745000000.0,125000000.0,,,2536000000.0,-11.696923729282947,-23.56756756756757,-23.56756756756757,10.282310282310283,29.842756774841085,29.842756774841085,-0.1800411522633745,29.842756774841085,-0.1800411522633745,-31.754574811625403,-40.48345458812485,54.0427314620863,,,-17.47987927565392,-28.09555117247425,0.5380076362374175,16.23194221508828,51.06382978723404,51.06382978723404,5.029585798816568,10.547366015312535,9.039675383228134,38.40445269016698,54.309354171454835,10.471277189068601,12.992013690815746,16.169668339730343,8.293577981651376,-11.874991542510724,-15.734776783668453,-12.26613703723497,-17.716328155090512,81.95526940020332,32.87868519146052,36.07251779057947,0.0483015084610023,0.0193775226728499,0.021259853527697724,0.012662045219878213,0.016381770649219408,0.05893642814489054,MSFT,19.417,,,,,,,,,-3981000000.0,,,,
03/31/2006,278222250000.0,243406250000.0,6.813,6.617999999999999,22.331,59.879,10900000000.0,2028000000.0,8872000000.0,4984000000.0,3888000000.0,,427000000.0,4315000000.0,1338000000.0,2977000000.0,2977000000.0,0.29,0.29,10303000000.0,10415000000.0,3888000000.0,7012000000.0,2977000000.0,2681714716.1070004,,,3888000000.0,,2028000000.0,177000000.0,2977000000.0,428000000.0,428000000.0,3637000000.0,0.31,132714716.10700001,66854000000.0,24816000000.0,42038000000.0,42038000000.0,42038000000.0,,37968000000.0,28261000000.0,42038000000.0,37968000000.0,,,10225000000.0,10225000000.0,4563000000.0,833000000.0,-5135000000.0,4351000000.0,,-302000000.0,,,,4261000000.0,20.25747777531066,16.15294576667967,16.15294576667967,12.810457516339868,16.79182937819165,16.79182937819165,-16.512776465535755,16.79182937819165,-16.512776465535755,-11.229166666666666,122.73915316257187,16.795118818240205,,,-8.79472316610034,104.5271178843568,1.8806214227309894,0.8702691762801051,44.96068620443174,44.96068620443174,-9.423849933005807,7.918744678262985,-7.564075849135237,15.04494976203067,6.5638011266225815,11.460817040216181,-2.33983286908078,13.305613305613306,-7.915857058376277,6.540917769381872,2.4602675980402267,8.883596278361193,5.149629177797669,81.39449541284404,35.669724770642205,39.58715596330275,0.036449351649762485,0.015973295673385544,0.017727564514058287,0.017505713185261267,0.01874643728334831,0.04478110155347285,MSFT,21.595,,,,,,,,,-4675000000.0,,,,
12/31/2005,271541600000.0,231485600000.0,7.046,5.619,19.555999999999997,47.358000000000004,11837000000.0,2239000000.0,9598000000.0,4941000000.0,4657000000.0,,480000000.0,5137000000.0,1484000000.0,3653000000.0,3653000000.0,0.35,0.34,10560000000.0,10638000000.0,4657000000.0,7180000000.0,3653000000.0,3311664590.2279997,,,4657000000.0,,2239000000.0,231000000.0,3653000000.0,480000000.0,480000000.0,4408000000.0,0.289,138664590.228,67257000000.0,23049000000.0,44208000000.0,44208000000.0,44208000000.0,,40189000000.0,29947000000.0,44208000000.0,40189000000.0,,,10384000000.0,10384000000.0,2231000000.0,6692000000.0,-7802000000.0,4083000000.0,,-318000000.0,,,,1913000000.0,4.0217014383511644,5.486572336124747,5.486572336124747,-0.6190752563358483,-1.9372499473573384,-1.9372499473573384,15.101334651507662,-1.9372499473573384,15.101334651507662,-44.43799012489109,-53.522837706511176,-0.7207207207207207,,,-38.35313622547665,-48.463848463848464,19.146370870508804,11.233678523187754,16.493236212278877,16.493236212278877,78.69114126097367,7.8911870503597115,13.077285579641847,-10.381913959613696,37.289845326160055,18.306145987806886,26.075504828797193,9.419486041782214,21.517298018683913,-6.596713862652022,-0.8565077918360758,-9.652004839764846,-1.0032300293372618,81.08473430767931,39.34273886964603,43.39782039368083,0.04146262229702409,0.020117882062642343,0.02219144516980754,0.008264012966681297,0.00963774852517824,0.05113493020732175,MSFT,22.160999999999998,,,,,,,,,-7435000000.0,,,,
09/30/2005,273887467500.0,233831467500.0,6.933,5.667000000000001,24.005,54.63399999999999,9741000000.0,1253000000.0,8488000000.0,4442000000.0,4046000000.0,,506000000.0,4552000000.0,1411000000.0,3141000000.0,3141000000.0,0.29,0.29,10696000000.0,10772000000.0,4046000000.0,5695000000.0,3141000000.0,2791846660.808,,,4046000000.0,,1253000000.0,234000000.0,3141000000.0,506000000.0,506000000.0,3774000000.0,0.31,156846660.808,71462000000.0,23135000000.0,48327000000.0,48327000000.0,48327000000.0,,44321000000.0,32809000000.0,48327000000.0,44321000000.0,,,10644674213.0,10644674213.0,4329000000.0,-3261000000.0,-2941000000.0,2974000000.0,,-213000000.0,1001000000.0,,,4116000000.0,18.9151531526184,24.248417721518987,24.248417721518987,20.646700238536972,15.798511734401831,15.798511734401831,35.36299765807963,15.798511734401831,35.36299765807963,7.355242566510173,10.76426264800861,10.73943661971831,,,8.035937110057398,8.878269617706238,5.111216280170374,-22.908712252690037,-14.703880190605853,-14.703880190605853,-11.134751773049645,9.94818652849741,-3.005370814764027,-73.30580737815276,-38.69305297876727,0.0,-20.593976575571666,6.007182500816193,-4.133451431945675,-9.290268195477653,2.95112529713979,-1.5543240275114005,2.429444677583411,87.13684426650241,41.53577661431064,46.7303151627143,0.036299648164334425,0.01730306037616601,0.019467012069280195,0.01760242128232805,0.018513333753935407,0.04165820838463497,MSFT,21.805,,,,,,,,,-3116000000.0,,,,
