Quarter,MarketCap,EnterpriseValue,PeRatio,ForwardPeRatio,PegRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio,TotalRevenue,CostOfRevenue,GrossProfit,OperatingExpense,OperatingIncome,NetNonOperatingInterestIncomeExpense,OtherIncomeExpense,PretaxIncome,TaxProvision,NetIncomeCommonStockholders,DilutedNIAvailtoComStockholders,BasicEPS,DilutedEPS,BasicAverageShares,DilutedAverageShares,TotalOperatingIncomeAsReported,TotalExpenses,NetIncomeFromContinuingAndDiscontinuedOperation,NormalizedIncome,InterestIncome,InterestExpense,NetInterestIncome,EBIT,ReconciledCostOfRevenue,ReconciledDepreciation,NetIncomeFromContinuingOperationNetMinorityInterest,NormalizedEBITDA,TaxRateForCalcs,TaxEffectOfUnusualItems,TotalAssets,TotalLiabilitiesNetMinorityInterest,TotalEquityGrossMinorityInterest,TotalCapitalization,CommonStockEquity,NetTangibleAssets,WorkingCapital,InvestedCapital,TangibleBookValue,TotalDebt,NetDebt,ShareIssued,OrdinarySharesNumber,OperatingCashFlow,InvestingCashFlow,FinancingCashFlow,EndCashPosition,CapitalExpenditure,RepaymentOfDebt,FreeCashFlow,PretaxIncomeYoY,PretaxIncomeQoQ,OperatingIncomeYoY,OperatingIncomeQoQ,EBITYoY,EBITQoQ,FreeCashFlowYoY,FreeCashFlowQoQ,OperatingCashFlowYoY,OperatingCashFlowQoQ,GrossProfitYoY,GrossProfitQoQ,EndCashPositionYoY,EndCashPositionQoQ,TotalRevenueYoY,TotalRevenueQoQ,GrossMargin,OperatingMargin,NetMargin,EV2OperatingIncome,EV2NetIncome,EV2FreeCashFlow,EV2OperatingCashFlow,EV2TotalRevenue,MktCap2OperatingIncome,MktCap2NetIncome,MktCap2FreeCashFlow,MktCap2OperatingCashFlow,MktCap2TotalRevenue,Ticker
06/30/2014,189320358936.0,192439358936.0,18.098,13.158,6.853,3.9339999999999997,2.435,15.065999999999999,33.352,12773000000.0,2462000000.0,10311000000.0,6280000000.0,4031000000.0,-239000000.0,211000000.0,4003000000.0,1082000000.0,2911000000.0,2912000000.0,0.46,0.45,6368000000.0,6444000000.0,,8742000000.0,2912000000.0,2945580000.0,104000000.0,343000000.0,-239000000.0,4346000000.0,2039000000.0,1424000000.0,2912000000.0,5816000000.0,0.27,-12420000.0,172612000000.0,95656000000.0,76956000000.0,108900000000.0,76602000000.0,-3388000000.0,36349000000.0,114430000000.0,-3419000000.0,37828000000.0,34422000000.0,6340863126.0,6340863126.0,4087000000.0,-1507000000.0,-2040000000.0,3406000000.0,-328000000.0,-2696000000.0,3759000000.0,-25.27534067575135,40.60414471373375,-9.82102908277405,14.257369614512472,-23.927883773849114,37.18434343434344,6.759443339960239,42.54835039817975,6.710182767624021,39.250425894378196,-3.9138943248532287,10.775676837129351,39.81937602627258,19.007686932215233,-1.5416634548678023,12.50770721395226,80.7249667266891,31.558756752524857,31.33954435136616,47.73985585115356,48.07378439570322,51.19429607235967,47.085725210667974,15.066104982071558,46.96610244008931,47.29461876992256,50.364554119712686,46.3225737548324,14.821918025209426,PFE
03/31/2014,205360150387.0,209474150387.0,19.467,13.495,6.251,4.293,2.6919999999999997,18.451,45.302,11353000000.0,2045000000.0,9308000000.0,5780000000.0,3528000000.0,-229000000.0,-452000000.0,2847000000.0,582000000.0,2329000000.0,2329000000.0,0.36,0.36,6389000000.0,6476000000.0,,7825000000.0,2329000000.0,2802056000.0,92000000.0,321000000.0,-229000000.0,3168000000.0,1706000000.0,1456000000.0,2256000000.0,5310000000.0,0.204,-139944000.0,171808000000.0,93740000000.0,78068000000.0,105418000000.0,77737000000.0,-2820000000.0,33003000000.0,114705000000.0,-2852000000.0,36968000000.0,34106000000.0,6393528966.0,6393528966.0,2935000000.0,-98000000.0,-2133000000.0,2862000000.0,-298000000.0,-755000000.0,2637000000.0,-27.390971690895178,-6.991179353152564,-16.576022700401985,-4.078303425774878,-26.53061224489796,-7.042253521126761,29.328102010789603,-48.39530332681017,30.968317715305666,-49.27410992049776,-14.196165191740413,-13.526570048309178,34.11433926897844,31.10398534127348,-15.903703703703703,-16.263460687417023,81.98713996300538,31.075486655509554,25.077072139522592,59.374759179988665,73.57715152335793,79.4365378790292,71.37109042146507,18.450995365718313,58.20865940674603,72.13212166736916,77.87643169776261,69.9693868439523,18.08862418629437,PFE
12/31/2013,196001370000.0,198907370000.0,20.285,13.072000000000001,8.949,3.8710000000000004,2.515,14.671,39.781,13558000000.0,2794000000.0,10764000000.0,7086000000.0,3678000000.0,-235000000.0,-382000000.0,3061000000.0,430000000.0,2568000000.0,2569000000.0,0.4,0.39,6443000000.0,6533000000.0,,9880000000.0,2568000000.0,3206897092.453,112000000.0,347000000.0,-235000000.0,3408000000.0,2325000000.0,1592000000.0,2625000000.0,5677000000.0,0.14,-95102907.547,172101000000.0,95481000000.0,76620000000.0,106769000000.0,76274000000.0,-5597000000.0,32878000000.0,112763000000.0,-5630000000.0,36489000000.0,34306000000.0,9051000000.0,6399000000.0,5786000000.0,80000000.0,-5744000000.0,2183000000.0,-676000000.0,-2208000000.0,5110000000.0,41.05990783410138,-14.32969493422894,-0.8358047991372337,-12.781598292625088,34.01494298073142,-12.905698952210582,7.307853842923142,-9.236234458259325,10.083713850837137,-2.064996614759648,-9.515803631472764,3.9397450753186556,-78.98739050919241,6.38401559454191,-10.021237058667374,7.2372063592501785,79.39224074347248,27.127894969759552,22.57707626493583,54.08030723219141,64.98117281934009,38.92512133072407,34.37735395782924,14.670848945272164,53.29020391517129,64.03180986605685,38.3564324853229,33.875107155202215,14.45651054727836,PFE
09/30/2013,190168113765.0,193239113765.0,18.898,12.019,5.752000000000001,3.716,2.4219999999999997,15.284,35.561,12643000000.0,2287000000.0,10356000000.0,6139000000.0,4217000000.0,-246000000.0,-398000000.0,3573000000.0,985000000.0,2593000000.0,2593000000.0,0.39,0.39,6581000000.0,6656000000.0,,8426000000.0,2590000000.0,3042360000.0,94000000.0,340000000.0,-246000000.0,3913000000.0,1883000000.0,1521000000.0,2579000000.0,6074000000.0,0.276,-176640000.0,175521000000.0,97167000000.0,78354000000.0,109781000000.0,77934000000.0,-4980000000.0,39127000000.0,114484000000.0,-5015000000.0,36550000000.0,34498000000.0,6481070845.0,6481070845.0,5908000000.0,-611000000.0,-5631000000.0,2052000000.0,-278000000.0,-1445000000.0,5630000000.0,19.45837512537613,-33.302221392570466,-0.8930669800235017,-5.659955257270694,16.00948710346872,-31.507089095046386,19.330224671470965,59.89775631922749,18.089146512092743,54.25587467362924,-8.443108478472283,-3.49454850433324,-54.460719041278296,-15.763546798029557,-9.537779049799656,-2.543744700531874,81.91093885944791,33.35442537372459,28.26069761923594,45.82383537230258,54.083155265883015,34.32311079307282,32.70804227572783,15.284276972633078,45.095592545648564,53.22365344668346,33.77764010035524,32.18823861966825,15.04137576247726,PFE
06/30/2013,198681185473.0,203750185473.0,19.865,11.402999999999999,3.905,3.611,2.417,15.706,28.158,12973000000.0,2242000000.0,10731000000.0,6261000000.0,4470000000.0,-254000000.0,1141000000.0,5357000000.0,1782000000.0,14099000000.0,14099000000.0,2.0,1.98,7042000000.0,7117000000.0,,8503000000.0,14095000000.0,2835650000.0,102000000.0,356000000.0,-254000000.0,5713000000.0,1859000000.0,1523000000.0,3536000000.0,6186000000.0,0.33299999999999996,349650000.0,179335000000.0,100358000000.0,78977000000.0,110079000000.0,78511000000.0,-5660000000.0,37985000000.0,115257000000.0,-5696000000.0,36746000000.0,34310000000.0,6620299870.0,6620299870.0,3830000000.0,836000000.0,-4034000000.0,2436000000.0,-309000000.0,-4725000000.0,3521000000.0,19.46922390722569,36.6233103800051,-16.26077182465343,5.698746748640341,19.593887377014862,32.490723562152134,-5.527233700026831,72.68268759195684,-4.75006217358866,70.90584560464079,-12.791548151158066,-1.0785398230088494,-19.630484988452658,14.15182755388941,-13.840738526930995,-3.9037037037037035,82.71795267093194,34.45617821629538,41.293455638634086,45.5816969738255,38.034382205152134,57.86713589122408,53.19848184673629,15.705710743313034,44.44769249955257,37.08814363879037,56.4274880639023,51.87498315221932,15.31497614067679,PFE
03/31/2013,207377685782.0,212168685782.0,22.905,11.415999999999999,10.478,3.673,2.553,15.716,34.861999999999995,13500000000.0,2652000000.0,10848000000.0,6619000000.0,4229000000.0,-296000000.0,-12000000.0,3921000000.0,1160000000.0,2742000000.0,2742000000.0,0.38,0.38,7187000000.0,7269000000.0,,9271000000.0,2750000000.0,2702352000.0,95000000.0,391000000.0,-296000000.0,4312000000.0,2112000000.0,1774000000.0,2746000000.0,6024000000.0,0.29600000000000004,18352000.0,187398000000.0,104571000000.0,82827000000.0,113731000000.0,82212000000.0,-5611000000.0,37220000000.0,122589000000.0,-5649000000.0,40377000000.0,38243000000.0,7185643998.0,7185643998.0,2241000000.0,-10930000000.0,434000000.0,2134000000.0,-202000000.0,-2000000.0,2039000000.0,53.5840188014101,80.69124423963133,-12.00582605076987,14.019951469398759,46.51715936119606,69.56350766810854,-19.087301587301585,-57.18185636287274,-19.2141312184571,-57.36301369863014,-12.734293299010538,-8.809683927370545,-27.266530334015,-79.4590432187891,-12.366114897760468,-10.406158747013539,80.35555555555555,31.325925925925922,29.044444444444444,50.16994225159612,54.11086094924764,104.0552652192251,94.67589726996876,15.716198946814815,49.03705031496808,52.88897877633257,101.70558400294262,92.53801239714413,15.361310057925927,PFE
12/31/2012,182476986800.0,187267986800.0,19.904,10.571,7.607,3.1919999999999997,2.247,12.427999999999999,42.196000000000005,15068000000.0,3172000000.0,11896000000.0,8187000000.0,3709000000.0,-265000000.0,-1274000000.0,2170000000.0,680000000.0,6313000000.0,6315000000.0,0.86,0.85,7319000000.0,7395000000.0,,11359000000.0,6315000000.0,2499534562.212,108000000.0,373000000.0,-265000000.0,2543000000.0,2513000000.0,1895000000.0,1484000000.0,5917000000.0,0.313,-463465437.78800005,185798000000.0,104120000000.0,81678000000.0,112296000000.0,81221000000.0,-9425000000.0,32796000000.0,118681000000.0,-9464000000.0,37460000000.0,27071000000.0,8956000000.0,7276000000.0,5256000000.0,6837000000.0,-6233000000.0,10389000000.0,-494000000.0,-3648000000.0,4762000000.0,-5.364151766245094,-27.449013707790037,-13.320869362000467,-12.831962397179788,-5.429527705466716,-24.607174621998222,2.123096718850525,0.9325985587113182,-0.09503896597605019,5.0569658205076955,-7.337591525159683,5.171956502519671,193.5575021192427,130.55925432756325,-10.02030335602532,7.813394390383515,78.94876559596496,24.615078311653836,14.401380408813381,50.49015551361553,86.29861142857143,39.325490718185634,35.629373439878236,12.428191319352269,49.198432677271505,84.09077732718895,38.3194008399832,34.71784375951294,12.110232731616671,PFE
09/30/2012,185616668006.0,199923668006.0,21.059,10.091000000000001,7.7589999999999995,2.937,2.335,14.305,39.301,13976000000.0,2665000000.0,11311000000.0,7056000000.0,4255000000.0,-274000000.0,-990000000.0,2991000000.0,-119000000.0,3208000000.0,3208000000.0,0.43,0.43,7436000000.0,7508000000.0,,9721000000.0,3208000000.0,3747500000.0,108000000.0,382000000.0,-274000000.0,3373000000.0,2179000000.0,1714000000.0,3104000000.0,6077000000.0,0.35,-346500000.0,182603000000.0,100488000000.0,82115000000.0,112786000000.0,81662000000.0,-9876000000.0,27996000000.0,120519000000.0,-9917000000.0,38857000000.0,34351000000.0,7362573528.0,7362573528.0,5003000000.0,-247000000.0,-3291000000.0,4506000000.0,-285000000.0,-1917000000.0,4718000000.0,-18.47914963205233,-33.29616413916146,-16.289592760180994,-20.288497564630948,-17.57086999022483,-29.390831065522292,18.393977415307404,26.58975046954655,12.705564316287452,24.421785625466303,-16.30161314192689,-8.078017066233238,21.586616297895304,48.66380732431541,-18.711103356016984,-7.1793850036527855,80.93159702346881,30.445048654836864,21.400973096737264,46.985585900352525,66.84174791240387,42.374664689699024,39.96075714691185,14.304784488122495,43.623188720564045,62.05839786225343,39.34223569436202,37.101072957425544,13.28110103076703,PFE
06/30/2012,172227129610.0,187367129610.0,21.495,9.407,4.088,2.6910000000000003,2.07,12.444,28.706,15057000000.0,2752000000.0,12305000000.0,6967000000.0,5338000000.0,-293000000.0,-561000000.0,4484000000.0,1290000000.0,3253000000.0,3253000000.0,0.44,0.43,7476000000.0,7537000000.0,,9719000000.0,3253000000.0,3586606155.2190003,,293000000.0,-293000000.0,4777000000.0,2293000000.0,1750000000.0,3187000000.0,7088000000.0,0.28800000000000003,-161393844.78100002,182842000000.0,102881000000.0,79961000000.0,110415000000.0,79505000000.0,-13420000000.0,27967000000.0,118076000000.0,-13462000000.0,38571000000.0,35540000000.0,7469483622.0,7469483622.0,4021000000.0,-887000000.0,-2968000000.0,3031000000.0,-294000000.0,-2361000000.0,3727000000.0,21.78164041281912,75.63650607128868,20.008992805755398,11.06949646275489,16.91140479686735,62.317363234794435,-32.725631768953065,47.8968253968254,-31.824347236351308,44.953136265320836,-6.631762652705062,-1.0135950446464486,-2.099483204134367,3.306066802999318,-11.34597268016957,-2.2590068159688412,81.72278674370725,35.45194925948064,29.780168692302585,35.100623756088424,41.785711331400535,50.2729084008586,46.597147378761505,12.443855323769675,32.264355490820535,38.40926173282783,46.21065994365441,42.83191484953991,11.438342937504151,PFE
03/31/2012,170685131494.0,182921131494.0,20.401,9.652999999999999,3.77,2.6430000000000002,2.0780000000000003,11.874,35.211,15405000000.0,2974000000.0,12431000000.0,7625000000.0,4806000000.0,-309000000.0,-1944000000.0,2553000000.0,750000000.0,1794000000.0,1794000000.0,0.24,0.24,7537000000.0,7598000000.0,,10599000000.0,1794000000.0,3166907168.038,81000000.0,390000000.0,-309000000.0,2943000000.0,2142000000.0,2252000000.0,1794000000.0,7139000000.0,0.294,-571092831.962,185683000000.0,102006000000.0,83677000000.0,116799000000.0,83213000000.0,-14797000000.0,27769000000.0,122282000000.0,-14840000000.0,39069000000.0,36135000000.0,7537431287.0,7537431287.0,2774000000.0,451000000.0,-3507000000.0,2934000000.0,-254000000.0,-1794000000.0,2520000000.0,-18.120590121872997,11.338857392062799,10.103092783505154,12.315961673288152,-17.701342281879196,9.445890665674971,-42.62295081967213,-45.95753806562299,-40.24127531236536,-47.272381676487356,-2.951050042938559,-3.17027574388534,301.9178082191781,-17.095224639728738,-6.647679069203733,-8.007882479398065,80.69457968192145,31.19766309639727,16.572541382667964,38.06099282022472,71.64948354641598,72.58775059285715,65.9412874888248,11.874140311197664,35.5150086337911,66.85669075362318,67.7321950373016,61.530328584715214,11.07985274222655,PFE
12/31/2011,166345961249.0,178464961249.0,17.039,9.381,2.7110000000000003,2.504,1.821,10.657,35.277,16746000000.0,3908000000.0,12838000000.0,8559000000.0,4279000000.0,-270000000.0,-1716000000.0,2293000000.0,800000000.0,1439000000.0,1439000000.0,0.19,0.19,7635000000.0,7687000000.0,,12467000000.0,1439000000.0,2599308329.699,126000000.0,396000000.0,-270000000.0,2689000000.0,2955000000.0,2370000000.0,1482000000.0,6775000000.0,0.349,-598691670.301,188002000000.0,105381000000.0,82621000000.0,117121000000.0,82145000000.0,-16710000000.0,29659000000.0,121094000000.0,-16755000000.0,38949000000.0,35410000000.0,8902000000.0,7575000000.0,5261000000.0,899000000.0,-6250000000.0,3539000000.0,-598000000.0,-4797000000.0,4663000000.0,176.59831121833534,-37.50340692286726,81.46734520780322,-15.817430651190243,108.61132660977502,-34.28641251221896,-18.350551567151115,17.013801756587203,-15.931607542345796,18.517684163099798,-3.3210332103321036,-5.002219920082878,103.97694524495678,-4.506206152185645,-4.640965776436421,-2.5998953062292793,76.66308372148572,25.552370715394723,13.69282216648752,41.70716551741061,77.83033634932403,38.27256299571091,33.92225076012165,10.657169547892034,38.87496173147932,72.54512047492368,35.673592375938235,31.618696302794145,9.933474337095426,PFE
09/30/2011,137941598570.0,150060598570.0,13.921,7.734,2.379,2.046,1.5330000000000001,8.728,23.673000000000002,17193000000.0,3679000000.0,13514000000.0,8431000000.0,5083000000.0,-313000000.0,-1101000000.0,3669000000.0,1235000000.0,3738000000.0,3738000000.0,0.48,0.48,7770000000.0,7810000000.0,,12110000000.0,3738000000.0,3153399018.8059998,110000000.0,423000000.0,-313000000.0,4092000000.0,2829000000.0,2247000000.0,2423000000.0,7440000000.0,0.337,-370600981.194,196132000000.0,105602000000.0,90530000000.0,125446000000.0,90001000000.0,-10959000000.0,34876000000.0,131037000000.0,-11005000000.0,41036000000.0,37330000000.0,7575000000.0,7575000000.0,4439000000.0,215000000.0,-4035000000.0,3706000000.0,-454000000.0,-5139000000.0,3985000000.0,154.79166666666666,-0.35306898424769145,124.21702690780766,14.276079136690647,119.05781584582442,0.14684287812041116,-37.685691946833465,-28.068592057761734,-33.57773455035164,-24.7371990505256,10.093686354378818,2.541922755899537,70.3125,19.702842377260982,6.319955475851834,1.2305699481865284,78.60175652881986,29.564357587390216,21.34008026522422,29.522053623844187,40.89959077950395,37.65636099623588,33.8050458594278,8.728005500494387,27.13783170765296,37.596510921231946,34.61520666750314,31.07492646316738,8.023125607514686,PFE
06/30/2011,162763286775.0,179037286775.0,19.252,9.009,3.2760000000000002,2.445,1.841,10.542,28.014,16984000000.0,3805000000.0,13179000000.0,8731000000.0,4448000000.0,-287000000.0,-479000000.0,3682000000.0,1094000000.0,2610000000.0,2610000000.0,0.33,0.33,7875000000.0,7935000000.0,,12536000000.0,2610000000.0,2916678978.816,117000000.0,404000000.0,-287000000.0,4086000000.0,2895000000.0,2305000000.0,2580000000.0,6870000000.0,0.297,-142321021.184,195899000000.0,106936000000.0,88963000000.0,124204000000.0,88434000000.0,-13685000000.0,30013000000.0,130145000000.0,-13732000000.0,41711000000.0,38615000000.0,7575000000.0,7575000000.0,5898000000.0,361000000.0,-3918000000.0,3096000000.0,-358000000.0,-2318000000.0,5540000000.0,-7.3477604428787116,18.088518280949327,-13.311245371272657,1.9014891179839633,-20.366400311830052,14.261744966442953,23.11111111111111,26.138433515482696,21.034270469936384,27.057302886686774,-2.6086313922553948,2.888593957373722,64.94405966968567,324.1095890410959,-1.9795694580712182,2.9208580778087505,77.59656146961846,26.189354686764016,21.679227508243052,40.25118857351619,48.625009987778384,32.31719977888087,30.35559287470329,10.541526541156383,36.59246555193345,44.20512948804997,29.379654652527076,27.59635245422177,9.58333059202779,PFE
03/31/2011,162301514298.0,179742514298.0,19.343,8.945,5.9639999999999995,2.416,1.8030000000000002,10.892000000000001,31.645,16502000000.0,3693000000.0,12809000000.0,8444000000.0,4365000000.0,-353000000.0,-894000000.0,3118000000.0,894000000.0,2222000000.0,2222000000.0,0.28,0.28,7982000000.0,8035000000.0,,12137000000.0,2222000000.0,2849670301.475,105000000.0,458000000.0,-353000000.0,3576000000.0,2965000000.0,2104000000.0,2212000000.0,6574000000.0,0.287,-256329698.525,194956000000.0,104423000000.0,90533000000.0,125375000000.0,90018000000.0,-13283000000.0,29073000000.0,131419000000.0,-13332000000.0,41401000000.0,40671000000.0,8012000000.0,8012000000.0,4642000000.0,725000000.0,-6404000000.0,730000000.0,-250000000.0,-6098000000.0,4392000000.0,-1.918842403271469,276.1158021712907,10.255114928012125,85.1145038167939,-9.67416014144986,177.4243599689682,-165.89647411852962,-23.095780073542286,-172.9874213836478,-25.82294662831576,2.933140469302475,-3.539423149333534,-58.49914724275156,-57.925072046109506,-1.480597014925373,-6.0304082910995955,77.62089443703793,26.45133923160829,18.894679432796025,41.17812469599084,57.6467332578576,40.92498048679417,38.720920788022404,10.892165452551206,37.1824775024055,52.053083482360485,36.95389669808743,34.96370407109005,9.835263258877712,PFE
12/31/2010,140290120000.0,156363120000.0,17.167,7.627999999999999,4.5680000000000005,2.085,1.599,8.904,47.628,17561000000.0,4282000000.0,13279000000.0,10921000000.0,2358000000.0,-355000000.0,-1174000000.0,829000000.0,-2074000000.0,2890000000.0,2890000000.0,,,,,,15203000000.0,2890000000.0,3658100000.0,105000000.0,460000000.0,-355000000.0,1289000000.0,3720000000.0,1994000000.0,2895000000.0,4457000000.0,0.35,-410900000.0,195014000000.0,106749000000.0,88265000000.0,126223000000.0,87761000000.0,-13692000000.0,31859000000.0,131794000000.0,-13744000000.0,44033000000.0,42298000000.0,8876000000.0,8012000000.0,6258000000.0,-5645000000.0,-1079000000.0,1735000000.0,-547000000.0,-1283000000.0,5711000000.0,20625.0,-42.43055555555556,-31.19346367084914,4.014115571239524,-885.9756097560976,-30.99571734475375,29.70701794231206,-10.695856137607505,29.699481865284977,-6.359419422415083,5.372163148706555,8.179226069246436,-12.285136501516684,-20.266544117647058,6.1921751224526815,8.5956341599159,75.6164227549684,13.427481350720347,4.720687887933489,66.31175572519084,188.61655006031364,27.379289091227456,24.986116970278044,8.903998633335231,59.49538592027142,169.22813027744272,24.564895815093678,22.417724512623842,7.9887318489835435,PFE
09/30/2010,138017239904.0,159775239904.0,23.521,17.035999999999998,1.136,2.066,1.5759999999999998,9.88,38.998000000000005,16171000000.0,3896000000.0,12275000000.0,10008000000.0,2267000000.0,-328000000.0,-499000000.0,1440000000.0,564000000.0,866000000.0,866000000.0,0.11,0.11,8027000000.0,8057000000.0,,13904000000.0,866000000.0,1174558333.333,100000000.0,428000000.0,-328000000.0,1868000000.0,2823000000.0,2229000000.0,871000000.0,4596000000.0,0.392,-195441666.667,191415000000.0,103347000000.0,88068000000.0,126645000000.0,87581000000.0,-14779000000.0,29917000000.0,131749000000.0,-14833000000.0,44168000000.0,41992000000.0,8070000000.0,8070000000.0,6683000000.0,-3880000000.0,-2523000000.0,2176000000.0,-288000000.0,-1946000000.0,6395000000.0,-63.73709393099974,-63.764469048817304,-47.57169287696577,-55.81757941921652,-56.79925994449584,-63.593841356460736,66.53645833333334,42.11111111111111,62.960253596683735,37.14344346398523,24.847436940602115,-9.289092521430682,-48.60651865847898,15.929675013319125,39.1532570346786,-6.671668494257517,75.90748871436523,14.018922762970751,8.904829633294169,70.47871191177768,110.95502771111111,24.984400297732602,23.907712090977107,9.880356187248779,60.881005692104104,95.84530548888888,21.582054715246286,20.651988613496933,8.5348611652959,PFE
06/30/2010,115023068116.0,139085068116.0,13.581,6.278,1.902,1.767,1.3319999999999999,8.027000000000001,18.939,17327000000.0,3795000000.0,13532000000.0,8401000000.0,5131000000.0,,-1157000000.0,3974000000.0,1488000000.0,2475000000.0,2475000000.0,0.31,0.31,8046000000.0,8072000000.0,,12196000000.0,2475000000.0,3199780070.4579997,,,,5131000000.0,2989000000.0,2213000000.0,2476000000.0,8501000000.0,0.374,-433219929.542,191071000000.0,104193000000.0,86878000000.0,124204000000.0,86383000000.0,-18934000000.0,26420000000.0,129657000000.0,-18990000000.0,43274000000.0,41397000000.0,8070000000.0,8070000000.0,4873000000.0,-361000000.0,-4361000000.0,1877000000.0,-373000000.0,-3651000000.0,4500000000.0,30.337815677271234,25.007864108210132,43.324022346368714,29.603435210911844,43.324022346368714,29.603435210911844,6.007067137809187,-167.51687921980496,7.953035002215331,-176.61949685534591,46.640658864325964,8.743169398907105,-16.354723707664885,6.708357021034679,57.7476329206118,3.444776119402985,78.0977664916027,29.612743117677613,22.935303283892193,27.106815068407716,34.998758962254655,30.90779291466667,28.541979912989945,8.027071513591505,22.41728086454882,28.94390239456467,25.560681803555557,23.604159268623025,6.638371796387141,PFE
03/31/2010,138365847721.0,167211847721.0,16.028,7.184,2.158,2.265,1.544,9.982999999999999,27.822,16750000000.0,4306000000.0,12444000000.0,8485000000.0,3959000000.0,,-780000000.0,3179000000.0,1146000000.0,2026000000.0,2026000000.0,0.25,0.25,8061000000.0,8101000000.0,,12791000000.0,2026000000.0,2522817238.125,,,,3959000000.0,3664000000.0,2051000000.0,2024000000.0,6790000000.0,0.36,-281182761.875,195113000000.0,105031000000.0,90082000000.0,127940000000.0,89601000000.0,-17469000000.0,23992000000.0,135651000000.0,-17527000000.0,46050000000.0,44291000000.0,8070000000.0,8070000000.0,-6360000000.0,9394000000.0,-3211000000.0,1759000000.0,-305000000.0,-3672000000.0,-6665000000.0,-16.4080988693137,79375.0,-7.930232558139536,15.523781733294426,-7.930232558139536,-2514.0243902439024,-330.3040774015204,-251.374063138769,-302.0972354623451,-231.81347150259066,31.557247066286077,-1.253769242977305,41.05854049719326,-11.071789686552073,54.136376184779614,1.288020801838302,74.29253731343283,23.63582089552239,18.97910447761194,42.23587969714574,52.59888257974206,-25.08804917044261,-26.291171025314465,9.982796878865672,34.94969631750442,43.52495996256685,-20.760067174943735,-21.7556364341195,8.260647625134329,PFE
12/31/2009,146793300000.0,169547300000.0,14.789000000000001,,,2.563,1.632,10.253,105.309,16537000000.0,3935000000.0,12602000000.0,9175000000.0,3427000000.0,,-2936000000.0,4000000.0,-755000000.0,767000000.0,767000000.0,,,,,,13110000000.0,767000000.0,2667400000.0,,,,-164000000.0,3283000000.0,1774000000.0,759000000.0,4546000000.0,0.35,-1027600000.0,212949000000.0,122503000000.0,90446000000.0,133207000000.0,89953000000.0,-20377000000.0,24445000000.0,138615000000.0,-20438000000.0,48662000000.0,46684000000.0,8869000000.0,8070000000.0,4825000000.0,-4367000000.0,-2734000000.0,1978000000.0,-422000000.0,-5050000000.0,4403000000.0,-99.36,-99.89926970536389,-15.674212598425196,-20.74468085106383,-104.03543307086613,-103.79278445883442,-21.654804270462634,14.661458333333332,-19.219822534739663,17.654230675445014,18.540118521305615,28.173311635475994,-6.786050895381715,-53.282947567312235,33.94621739834764,42.30272782032527,76.20487391909052,20.723226703755216,0.024188184072080787,49.473971403559965,42386.825,38.50722234839882,35.139336787564766,10.252603253310758,42.83434490808287,36698.325,33.33938223938224,30.423481865284973,8.876658402370442,PFE
09/30/2009,111698316865.0,105488316865.0,13.908,7.513,3.611,2.44,1.69,9.077,19.93,11621000000.0,1789000000.0,9832000000.0,5508000000.0,4324000000.0,,-353000000.0,3971000000.0,1092000000.0,2878000000.0,2878000000.0,0.43,0.43,6730000000.0,6762000000.0,,7297000000.0,2878000000.0,3131927222.362,,,,4324000000.0,1414000000.0,969000000.0,2876000000.0,5646000000.0,0.275,-97072777.638,141294000000.0,75044000000.0,66250000000.0,105402000000.0,66093000000.0,28236000000.0,49792000000.0,112292000000.0,28172000000.0,46199000000.0,41965000000.0,6749143013.0,6749143013.0,4101000000.0,-298000000.0,-1828000000.0,4234000000.0,-261000000.0,-7485000000.0,3840000000.0,45.88537839823659,30.23942276156117,13.134484563055992,20.782122905027933,13.134484563055992,20.782122905027933,10.599078341013826,-9.540636042402827,3.7702429149797574,-9.149313247673902,-0.19287381991675973,6.5452969224100555,234.703557312253,88.68092691622104,-2.939948216821181,5.799344501092498,84.60545564065055,37.208501850098955,34.170897513122796,24.396002975254394,26.56467309619743,27.47091585026042,25.722583970982686,9.077387218397728,25.832173188020352,28.128510920423068,29.08810335026042,27.23684878444282,9.611764638585319,PFE
